id,label,url,Unnamed: 0
27685770558,pet,https://farm1.staticflickr.com/900/27685770558_6af77e0256_z.jpg,12.0
26687067447,pet,https://farm1.staticflickr.com/885/26687067447_5e9294214e_z.jpg,13.0
39747138400,pet,https://farm1.staticflickr.com/794/39747138400_26336d3b9d_z.jpg,17.0
40662782405,pet,https://farm1.staticflickr.com/822/40662782405_9b4a04dbeb_z.jpg,25.0
41487207962,pet,https://farm1.staticflickr.com/840/41487207962_a795f34b35_z.jpg,30.0
41509360352,pet,https://farm1.staticflickr.com/858/41509360352_432eb37f18_z.jpg,31.0
40834367964,pet,https://farm1.staticflickr.com/861/40834367964_2df1875be9_z.jpg,32.0
40648912585,pet,https://farm1.staticflickr.com/901/40648912585_22f13315e5_z.jpg,33.0
40828135624,pet,https://farm1.staticflickr.com/852/40828135624_6f66ab6566_z.jpg,34.0
41536451381,pet,https://farm1.staticflickr.com/850/41536451381_e46e4cf822_z.jpg,35.0
40642523105,pet,https://farm1.staticflickr.com/940/40642523105_7c9f574e00_z.jpg,36.0
27665721278,pet,https://farm1.staticflickr.com/922/27665721278_1fa13b20d2_z.jpg,37.0
27665720878,pet,https://farm1.staticflickr.com/907/27665720878_f501bf3a73_z.jpg,38.0
26666972747,pet,https://farm1.staticflickr.com/900/26666972747_65ec246e97_z.jpg,39.0
27665720048,pet,https://farm1.staticflickr.com/811/27665720048_92ebafc02c_z.jpg,40.0
26666972047,pet,https://farm1.staticflickr.com/930/26666972047_900ea4023a_z.jpg,41.0
27665719098,pet,https://farm1.staticflickr.com/871/27665719098_2fe8eaefb1_z.jpg,42.0
26666971267,pet,https://farm1.staticflickr.com/821/26666971267_d6e9edf4d3_z.jpg,43.0
27665718108,pet,https://farm1.staticflickr.com/893/27665718108_955f9a4453_z.jpg,44.0
41494981042,pet,https://farm1.staticflickr.com/803/41494981042_48946f7cc2_z.jpg,45.0
40633661655,pet,https://farm1.staticflickr.com/880/40633661655_e0538ae6ac_z.jpg,48.0
27651884048,pet,https://farm1.staticflickr.com/843/27651884048_5e96ca2ee0_z.jpg,49.0
39713976900,pet,https://farm1.staticflickr.com/856/39713976900_ed0b34060c_z.jpg,50.0
41517964401,pet,https://farm1.staticflickr.com/930/41517964401_4211d8e45f_z.jpg,52.0
40805059124,pet,https://farm1.staticflickr.com/924/40805059124_87d38f72d4_z.jpg,53.0
40624880555,pet,https://farm1.staticflickr.com/929/40624880555_fdc731609b_z.jpg,54.0
39709187880,pet,https://farm1.staticflickr.com/843/39709187880_f2330e5dae_z.jpg,55.0
39709186860,pet,https://farm1.staticflickr.com/896/39709186860_19da053c69_z.jpg,56.0
