id,label,url
42167641732,flower,https://farm1.staticflickr.com/906/42167641732_7cfd68f9b2_z.jpg
28340982758,flower,https://farm1.staticflickr.com/830/28340982758_e358e8a57b_z.jpg
27342679917,flower,https://farm1.staticflickr.com/973/27342679917_480aacfb56_z.jpg
42167100472,flower,https://farm1.staticflickr.com/977/42167100472_04db084daf_z.jpg
42212780531,flower,https://farm1.staticflickr.com/961/42212780531_6f894292cc_z.jpg
41312716005,flower,https://farm1.staticflickr.com/959/41312716005_5f1d6668c4_z.jpg
41312708605,flower,https://farm1.staticflickr.com/905/41312708605_2bffae02bf_z.jpg
28340367558,flower,https://farm1.staticflickr.com/828/28340367558_cf46d9383b_z.jpg
40406182480,flower,https://farm1.staticflickr.com/949/40406182480_6e80b80a7c_z.jpg
41492201244,flower,https://farm1.staticflickr.com/978/41492201244_b8b5300523_z.jpg
40405824410,flower,https://farm1.staticflickr.com/949/40405824410_a56f99297b_z.jpg
28340044668,flower,https://farm1.staticflickr.com/979/28340044668_a52a58f5d8_z.jpg
27341119797,flower,https://farm1.staticflickr.com/960/27341119797_f2fb60f8d0_z.jpg
41491193424,flower,https://farm1.staticflickr.com/980/41491193424_41a9910e3a_z.jpg
42211392991,flower,https://farm1.staticflickr.com/952/42211392991_9153f16eae_z.jpg
41310947255,flower,https://farm1.staticflickr.com/960/41310947255_9b8cd6f18d_z.jpg
28338014098,flower,https://farm1.staticflickr.com/979/28338014098_6612ed99a7_z.jpg
28337854848,flower,https://farm1.staticflickr.com/979/28337854848_a4dc84a401_z.jpg
40402469870,flower,https://farm1.staticflickr.com/946/40402469870_1c12bb87c5_z.jpg
42162148162,flower,https://farm1.staticflickr.com/969/42162148162_6d7129123a_z.jpg
40400041520,flower,https://farm1.staticflickr.com/945/40400041520_d5501dff94_z.jpg
40399178670,flower,https://farm1.staticflickr.com/911/40399178670_939f3cae17_z.jpg
41305785405,flower,https://farm1.staticflickr.com/973/41305785405_604866dda1_z.jpg
41485154894,flower,https://farm1.staticflickr.com/968/41485154894_f94d194164_z.jpg
42157798642,flower,https://farm1.staticflickr.com/823/42157798642_a669b3d6eb_z.jpg
41302394575,flower,https://farm1.staticflickr.com/943/41302394575_ff298710e5_z.jpg
40394424190,flower,https://farm1.staticflickr.com/982/40394424190_ab010fa015_z.jpg
28327611028,flower,https://farm1.staticflickr.com/908/28327611028_3701539a17_z.jpg
28327594118,flower,https://farm1.staticflickr.com/974/28327594118_e5797c7abe_z.jpg
40392929530,flower,https://farm1.staticflickr.com/953/40392929530_51ebb8c32a_z.jpg
42199543601,flower,https://farm1.staticflickr.com/955/42199543601_8e55641fd0_z.jpg
42153427532,flower,https://farm1.staticflickr.com/978/42153427532_15da65f710_z.jpg
42199543661,flower,https://farm1.staticflickr.com/904/42199543661_be365f8e70_z.jpg
42153427502,flower,https://farm1.staticflickr.com/961/42153427502_1af2c1d26b_z.jpg
41299468955,flower,https://farm1.staticflickr.com/952/41299468955_abe1dc3cc1_z.jpg
41478903234,flower,https://farm1.staticflickr.com/976/41478903234_fe75bf6f8d_z.jpg
42196184491,flower,https://farm1.staticflickr.com/905/42196184491_77ca2531cb_z.jpg
41294446485,flower,https://farm1.staticflickr.com/829/41294446485_2cdc4c7899_z.jpg
42148347682,flower,https://farm1.staticflickr.com/949/42148347682_e589d46485_z.jpg
42194571861,flower,https://farm1.staticflickr.com/829/42194571861_cc71e5efab_z.jpg
42148054562,flower,https://farm1.staticflickr.com/958/42148054562_c1aff36154_z.jpg
